Cell	Ref1.1	Ref1.10	Ref1.11	Ref1.12	Ref1.13	Ref1.14	Ref1.15	Ref1.16	Ref1.17	Ref1.18	Ref1.19	Ref1.2	Ref1.20	Ref1.21	Ref1.22	Ref1.23	Ref1.24	Ref1.25	Ref1.26	Ref1.27	Ref1.28	Ref1.29	Ref1.3	Ref1.30	Ref1.31	Ref1.32	Ref1.33	Ref1.34	Ref1.35	Ref1.4	Ref1.5	Ref1.6	Ref1.7	Ref1.8	Ref1.9	Ref2.1	Ref2.10	Ref2.11	Ref2.12	Ref2.13	Ref2.14	Ref2.15	Ref2.17	Ref2.18	Ref2.19	Ref2.2	Ref2.20	Ref2.22	Ref2.23	Ref2.24	Ref2.25	Ref2.3	Ref2.4	Ref2.9	Ref2.T0	Ref2.T1	Ref2.T10	Ref2.T11	Ref2.T12	Ref2.T13	Ref2.T14	Ref2.T15	Ref2.T2	Ref2.T3	Ref2.T4	Ref2.T5	Ref2.T7	Ref2.T8	Ref2.T9	Ref3.10	Ref3.16	Ref3.18	Ref3.19	Ref3.2	Ref3.4	Ref3.7	Ref3.8	Ref3.9	Ref4.1	Ref4.10	Ref4.11	Ref4.12	Ref4.13	Ref4.14	Ref4.15	Ref4.16	Ref4.17	Ref4.18	Ref4.19	Ref4.2	Ref4.3	Ref4.4	Ref4.5	Ref4.6	Ref4.7	Ref4.8	Ref4.9	Ref5.tB	Ref5.tDC1	Ref5.tDC2	Ref5.tDC3	Ref5.tMac1	Ref5.tMac2	Ref5.tMac3	Ref5.tMac4	Ref5.tMac5	Ref5.tMac6	Ref5.tMac7	Ref5.tMac8	Ref5.tMac9	Ref5.tMacCycl	Ref5.tMast1	Ref5.tMast2	Ref5.tMono1	Ref5.tMono2	Ref5.tMono3	Ref5.tMonoDC	Ref5.tN1	Ref5.tN2	Ref5.tN3	Ref5.tN4	Ref5.tN5	Ref5.tNK1	Ref5.tNK2	Ref5.tPC1	Ref5.tPC2	Ref5.tPC3	Ref5.tPC4	Ref5.tPC5	Ref5.tPC6	Ref5.tpDC	Ref5.tRBC	Ref5.tT1	Ref5.tT2	Ref5.tT3	Ref5.tT4	Ref5.tT5	Ref5.tT6	Ref5.tT7	Ref6.CD4..CXCL13.	Ref6.CD4..FOXP3.	Ref6.CD4..IL7R.	Ref6.CD4..RGCC.	Ref6.CD4..TRM	Ref6.CD8..mitotic.TRM	Ref6.CD8..TEM	Ref6.CD8..TRM	Ref6.CD8..γδ	Ref7.CD4.C1.CCR7	Ref7.CD4.C2.ANXA1	Ref7.CD4.C3.GNLY	Ref7.CD4.C4.CD69	Ref7.CD4.C5.EOMES	Ref7.CD4.C6.GZMA	Ref7.CD4.C7.CXCL13	Ref7.CD4.C8.FOXP3	Ref7.CD4.C9.CTLA4	Ref7.CD4.iNKT	Ref7.CD4.MAIT	Ref7.CD8.C1.LEF1	Ref7.CD8.C2.CD28	Ref7.CD8.C3.CX3CR1	Ref7.CD8.C4.GZMK	Ref7.CD8.C5.ZNF683	Ref7.CD8.C6.LAYN	Ref7.CD8.C7.SLC4A10	Ref7.DN.diverse	Ref7.DN.MAIT	Ref7.DP.diverse	Ref7.other.diverse	Ref7.other.MAIT
TCELLA2_8	0.004	0.012	0.002	0.006	0.002	0	0.008	0.008	0.01	0.002	0.006	0.002	0.03	0.844	0.008	0.002	0	0.006	0.006	0	0	0.002	0.01	0.002	0.002	0	0	0.002	0.002	0.004	0.002	0.01	0.002	0	0.004	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0.012	0.002	0	0	0.002	0	0	0.064	0.064	0.002	0.002	0.002	0	0.02	0.022	0.004	0.004	0.078	0.02	0.22	0.02	0.458	0.002	0.002	0.008	0	0.876	0.002	0.054	0.034	0.022	0	0	0	0.002	0	0.002	0.002	0	0.002	0	0	0	0	0	0.162	0.128	0.064	0.638	0	0.018	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0	0	0.034	0.006	0.004	0.004	0.004	0.002	0.002	0	0	0	0.178	0.364	0.188	0.052	0.026	0.094	0.014	0.11	0.172	0.26	0.024	0.09	0	0.114	0.008	0.222	0.246	0.136	0.004	0.094	0.006	0.002	0.004	0.028	0.002	0	0	0.182	0.022	0	0.004	0.006	0.002	0.002	0.144	0	0.004	0.11	0.002
TCELLA3_11	0.01	0.004	0.006	0.002	0.004	0	0.01	0.014	0.008	0.002	0.086	0.002	0.392	0.368	0.038	0	0.002	0.004	0.006	0.004	0.002	0.002	0	0.006	0.008	0.002	0	0.002	0.012	0	0.002	0	0	0	0.002	0.038	0	0	0.038	0.004	0	0	0.008	0.002	0	0	0	0.008	0	0	0	0	0	0	0.004	0	0.066	0.05	0.136	0.038	0	0.008	0.238	0.156	0	0.178	0.026	0.002	0	0.004	0	0.026	0	0.484	0.004	0.002	0.19	0.29	0.002	0	0	0.002	0.008	0	0.002	0.004	0.102	0.004	0	0	0.004	0.006	0.082	0.02	0.718	0.044	0.002	0.002	0	0	0.004	0.004	0.004	0	0	0	0	0	0.002	0	0.002	0.01	0	0	0.004	0	0.004	0	0	0.002	0.004	0	0.116	0.04	0.006	0	0.002	0.004	0.006	0.01	0.002	0	0.366	0.088	0.154	0.012	0.014	0.118	0.02	0.008	0.012	0.082	0.046	0.15	0.006	0.316	0.252	0.128	0.002	0.008	0.066	0.04	0.034	0.03	0.016	0	0.002	0.002	0.006	0.004	0.112	0.116	0.1	0.112	0.05	0.13	0.036	0.01	0.002	0.06	0.062
TCELLA3_3	0.004	0	0.002	0	0.004	0.002	0	0.002	0	0	0.062	0	0.698	0.192	0.01	0	0	0	0	0	0.008	0	0	0.006	0.002	0.002	0	0	0	0	0	0	0	0.006	0	0.026	0	0	0.038	0	0	0	0.004	0	0	0	0	0.016	0	0	0	0	0	0	0.002	0	0.044	0.028	0.072	0.032	0	0	0.316	0.182	0	0.206	0.034	0	0	0.004	0	0.018	0	0.376	0.008	0	0.194	0.4	0	0	0.002	0.004	0.008	0	0	0	0.108	0.002	0	0	0	0.008	0.088	0.024	0.716	0.04	0	0.002	0.004	0	0.002	0.002	0	0	0	0	0	0	0.006	0	0	0.004	0	0.002	0	0.002	0	0	0	0	0.002	0	0.106	0.072	0	0	0.002	0.006	0	0.002	0.002	0	0.456	0.062	0.104	0.004	0.018	0.116	0.024	0.006	0.024	0.052	0.038	0.092	0.04	0.258	0.404	0.086	0.006	0.002	0.118	0.044	0.024	0.012	0.02	0	0	0	0.008	0.006	0.106	0.154	0.086	0.102	0.066	0.08	0.036	0.018	0.002	0.074	0.036
TCELLA3_5	0.002	0.004	0.002	0	0.014	0	0.002	0.004	0.006	0.004	0.134	0	0.5	0.242	0.024	0	0	0.002	0.004	0.002	0.004	0.006	0.002	0.012	0.004	0.004	0	0.004	0.002	0.004	0	0.004	0	0.006	0.002	0.02	0	0.002	0.028	0	0	0	0.01	0	0	0	0	0.04	0.002	0	0	0	0	0	0.02	0.006	0.078	0.024	0.082	0.048	0.006	0.002	0.274	0.12	0.004	0.182	0.042	0.004	0.006	0.002	0	0.024	0	0.392	0.01	0.006	0.114	0.452	0.002	0	0	0	0.002	0	0.004	0.002	0.166	0.006	0	0	0	0.004	0.13	0.042	0.584	0.058	0	0.012	0	0	0.006	0.008	0	0	0	0.002	0.002	0.002	0	0	0.002	0.002	0.002	0.004	0	0.002	0	0	0	0	0.002	0	0.098	0.052	0.004	0.002	0	0.004	0	0	0.014	0	0.334	0.12	0.098	0.022	0.052	0.122	0.032	0.014	0.034	0.056	0.166	0.134	0.03	0.23	0.25	0.086	0	0.004	0.132	0.026	0.03	0.018	0.028	0.002	0.004	0.006	0.016	0.002	0.104	0.162	0.072	0.102	0.062	0.05	0.042	0.032	0.004	0.092	0.01
TCELLA3_6	0.004	0.004	0.002	0	0.006	0	0.002	0.004	0	0.002	0.068	0	0.608	0.228	0.02	0	0	0.006	0.004	0	0.002	0	0	0	0.002	0	0.002	0.002	0.024	0.002	0	0	0.002	0	0.006	0.022	0	0	0.02	0.002	0	0	0.01	0	0	0	0.002	0.004	0.004	0	0	0	0	0	0.002	0	0.106	0.092	0.084	0.06	0.002	0.006	0.216	0.172	0	0.176	0.014	0.004	0.002	0	0	0.01	0	0.526	0	0.002	0.154	0.308	0.002	0	0.002	0.004	0.004	0	0.006	0.002	0.074	0.016	0	0	0	0.012	0.096	0.016	0.742	0.022	0.002	0.006	0	0	0	0.004	0	0	0	0	0	0	0.004	0	0	0.002	0	0	0	0.004	0.002	0	0	0.002	0	0	0.08	0.028	0	0.002	0.004	0.002	0.002	0.006	0	0	0.398	0.054	0.16	0.018	0.022	0.174	0.026	0.008	0.04	0.046	0.098	0.142	0.01	0.202	0.354	0.1	0.004	0.012	0.11	0.052	0.032	0.006	0.016	0	0.004	0.018	0.012	0	0.098	0.144	0.078	0.092	0.042	0.104	0.046	0.02	0.004	0.05	0.056
TCELLA3_7	0.004	0	0	0	0.008	0.002	0	0	0	0	0.052	0.002	0.366	0.458	0.022	0	0.004	0	0.004	0.002	0.012	0.002	0.004	0.004	0.012	0.004	0	0.02	0.008	0	0	0.004	0	0.004	0.002	0.01	0	0	0.02	0.002	0	0	0.014	0.006	0	0	0	0.02	0.002	0	0	0	0	0	0.004	0	0.09	0.036	0.056	0.062	0	0.004	0.322	0.16	0.002	0.148	0.038	0.002	0.002	0.002	0	0.046	0	0.482	0.002	0.002	0.118	0.348	0.002	0	0	0.002	0	0	0.006	0	0.072	0.006	0	0	0	0.016	0.188	0.024	0.636	0.04	0.008	0	0	0	0.002	0.002	0	0	0	0	0	0	0.002	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0.042	0.014	0.004	0.002	0.008	0	0	0.002	0.004	0	0.32	0.118	0.198	0.04	0.034	0.172	0.03	0.004	0.024	0.062	0.22	0.13	0.026	0.204	0.258	0.072	0.004	0.004	0.074	0.038	0.026	0.018	0.026	0	0.006	0.008	0.014	0.01	0.108	0.12	0.12	0.142	0.062	0.068	0.032	0.018	0.004	0.054	0.044
TCELLA3_8	0	0.006	0	0	0.004	0.002	0.002	0.002	0.002	0.002	0.03	0	0.272	0.596	0.022	0	0	0.004	0.004	0	0.008	0.004	0	0.01	0.002	0.006	0	0.004	0.008	0.002	0	0.002	0	0	0.006	0.01	0	0	0.012	0.006	0.002	0	0.008	0.004	0	0	0	0.006	0	0	0	0	0	0	0.016	0	0.112	0.086	0.062	0.04	0.002	0.006	0.172	0.128	0.008	0.25	0.058	0.004	0.008	0	0	0.004	0	0.776	0.004	0.002	0.078	0.136	0.002	0	0.008	0	0	0	0.002	0.002	0.048	0.014	0	0.004	0.002	0.014	0.178	0.006	0.682	0.036	0.002	0.006	0	0	0.002	0.008	0.002	0	0	0	0	0	0.004	0	0	0.008	0	0	0.002	0.004	0.006	0	0	0	0.002	0.002	0.09	0.038	0.004	0.004	0.018	0	0.002	0.012	0	0	0.242	0.106	0.208	0.034	0.022	0.146	0.028	0.006	0.02	0.08	0.036	0.108	0.004	0.354	0.256	0.136	0.006	0.008	0.086	0.07	0.034	0.02	0.006	0	0.006	0	0.002	0.01	0.166	0.168	0.078	0.068	0.042	0.07	0.036	0.012	0.002	0.08	0.03
TCELLA4_10	0.004	0.01	0.002	0.002	0.014	0.002	0.004	0.006	0.006	0	0.028	0.002	0.14	0.656	0.04	0	0.004	0.008	0.004	0	0.01	0.008	0.004	0.008	0.002	0.004	0.002	0.004	0.018	0.002	0	0.002	0	0.002	0.002	0.002	0.002	0.002	0.006	0.002	0	0	0.002	0.004	0	0	0	0.004	0.01	0.002	0	0	0.002	0	0.066	0	0.036	0.046	0.04	0.008	0.01	0.05	0.018	0.028	0.018	0.27	0.336	0.028	0.008	0	0	0.01	0	0.874	0.002	0.002	0.094	0.018	0.012	0	0.016	0	0.006	0.002	0.01	0.006	0.01	0.002	0	0.002	0	0	0.34	0.048	0.344	0.198	0.004	0.004	0	0	0.002	0.008	0	0	0	0.002	0	0	0.002	0	0.002	0.002	0	0	0.004	0.006	0.002	0	0	0	0	0	0.084	0.022	0.006	0	0.002	0.006	0	0.008	0.004	0.002	0.422	0.092	0.174	0.024	0.02	0.082	0.018	0.018	0.088	0.138	0.032	0.084	0.01	0.296	0.134	0.2	0.016	0.06	0.026	0.138	0.052	0.02	0.01	0.014	0.004	0	0	0.058	0.226	0.046	0.068	0.084	0.022	0.03	0.038	0.002	0	0.072	0.014
TCELLA4_11	0	0.002	0	0.002	0.006	0	0	0.01	0.004	0	0.022	0	0.086	0.81	0.016	0	0	0.004	0	0	0	0	0	0.004	0	0.004	0.002	0.002	0.014	0.006	0	0.004	0	0	0.002	0.002	0	0	0.008	0	0	0	0.004	0	0	0	0	0.004	0	0.002	0	0	0	0	0.052	0.006	0.032	0.03	0.066	0.026	0.004	0.03	0.04	0.036	0.026	0.26	0.346	0.008	0.018	0	0	0	0.002	0.892	0.006	0	0.044	0.056	0.004	0	0.002	0.002	0	0.004	0.002	0	0.024	0.002	0	0	0	0.006	0.286	0.084	0.338	0.244	0.002	0	0	0	0	0.006	0.008	0	0	0	0	0	0.002	0	0	0.006	0	0.004	0	0.002	0.012	0	0	0	0	0	0.064	0.022	0	0.002	0.006	0.006	0	0.006	0	0	0.4	0.14	0.172	0.022	0.016	0.096	0.008	0.026	0.054	0.132	0.028	0.086	0.008	0.358	0.126	0.182	0.018	0.032	0.042	0.1	0.04	0.022	0.01	0.012	0.002	0	0.004	0.028	0.21	0.084	0.092	0.102	0.024	0.038	0.038	0.008	0.004	0.078	0.012
TCELLA4_3	0.002	0.002	0	0	0.01	0	0.004	0.008	0.006	0.006	0.024	0	0.05	0.802	0.02	0.002	0.002	0	0	0	0.008	0.004	0.008	0.006	0.006	0.006	0	0.006	0.006	0.004	0	0.004	0	0.004	0	0	0.002	0	0.004	0	0	0	0.002	0	0	0	0	0	0	0	0.002	0	0	0	0.146	0.024	0.008	0.016	0.03	0.01	0.048	0.032	0.008	0.01	0.082	0.072	0.448	0.018	0.038	0	0	0.024	0	0.87	0.018	0.006	0.068	0.014	0.002	0	0	0.004	0.002	0.002	0.006	0	0.01	0.002	0	0.002	0.002	0	0.426	0.096	0.182	0.262	0.002	0.004	0	0.004	0.002	0	0	0	0	0	0	0	0.004	0	0	0.006	0.002	0.002	0.002	0.002	0.002	0	0	0.002	0	0.002	0.034	0.008	0.004	0.002	0.004	0.004	0	0	0	0	0.208	0.232	0.296	0.042	0.022	0.092	0.018	0.028	0.058	0.156	0.15	0.088	0.014	0.276	0.1	0.13	0.018	0.042	0.026	0.116	0.036	0.03	0.016	0.01	0.006	0.004	0.018	0.038	0.208	0.032	0.078	0.118	0.03	0.034	0.054	0.002	0.004	0.06	0.02
TCELLA4_5	0.004	0.008	0.002	0	0.006	0	0.008	0.01	0.008	0	0.028	0.002	0.16	0.636	0.032	0	0.002	0.004	0.008	0	0.008	0	0.002	0.01	0.008	0.008	0	0.006	0.016	0.006	0	0.012	0	0.006	0	0.002	0	0.002	0.018	0	0	0	0.002	0.006	0	0	0	0.004	0	0	0	0	0	0	0.04	0	0.092	0.034	0.114	0.018	0.002	0.018	0.064	0.068	0.014	0.326	0.164	0.006	0.006	0.012	0	0.026	0	0.498	0.036	0.016	0.298	0.114	0.002	0	0.002	0	0	0	0.006	0.002	0.028	0.002	0	0	0	0.01	0.276	0.072	0.444	0.154	0.002	0.004	0	0	0.004	0.006	0.004	0	0.006	0.002	0	0	0.002	0.002	0.002	0.004	0	0.004	0.002	0.004	0.002	0	0	0	0	0.002	0.044	0.014	0.002	0	0.002	0	0	0.002	0.002	0	0.292	0.086	0.242	0.052	0.032	0.154	0.026	0.018	0.038	0.076	0.17	0.126	0.016	0.256	0.202	0.098	0.008	0.016	0.064	0.054	0.028	0.014	0.02	0.006	0.008	0.008	0.018	0.014	0.14	0.076	0.11	0.104	0.056	0.066	0.044	0.004	0.012	0.072	0.058
TCELLA4_6	0.002	0.008	0	0.002	0.01	0	0.004	0	0.006	0.01	0.036	0	0.148	0.676	0.026	0.002	0.002	0.004	0.004	0.006	0.006	0.004	0.002	0.016	0.006	0	0	0.002	0.006	0.002	0	0.006	0	0	0.004	0.002	0	0	0.008	0	0	0	0	0.002	0	0	0	0.004	0.004	0	0	0	0	0	0.026	0.004	0.056	0.048	0.088	0.018	0.002	0.006	0.05	0.06	0.008	0.426	0.176	0.004	0.008	0	0	0.01	0	0.808	0.01	0.004	0.1	0.068	0.004	0	0.002	0	0.002	0.002	0.01	0	0.02	0.004	0	0	0.002	0	0.286	0.056	0.402	0.21	0	0.008	0	0	0	0.002	0	0	0.002	0.002	0	0	0.01	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0.04	0.012	0	0.002	0.012	0.004	0	0.002	0.002	0	0.442	0.112	0.194	0.018	0.012	0.104	0.016	0.014	0.064	0.1	0.174	0.112	0.006	0.272	0.12	0.138	0.008	0.028	0.07	0.098	0.028	0.02	0.016	0.008	0.004	0.004	0.014	0.014	0.144	0.088	0.092	0.124	0.038	0.04	0.05	0.008	0.004	0.074	0.026
TCELLA4_7	0.01	0.006	0	0.002	0.012	0.002	0.002	0.014	0.012	0.01	0.018	0.002	0.14	0.694	0.018	0	0	0.002	0.004	0.006	0.002	0.002	0.006	0.004	0.002	0.002	0	0.002	0.006	0.002	0.002	0.008	0	0.004	0.004	0.002	0	0	0.006	0.002	0	0	0.002	0	0	0	0	0.008	0	0	0	0	0	0	0.04	0.004	0.028	0.03	0.15	0.024	0.006	0.014	0.034	0.028	0.018	0.388	0.196	0.002	0.018	0.004	0	0.088	0	0.658	0.002	0.016	0.136	0.096	0.002	0	0	0.002	0.002	0	0.008	0	0.016	0.002	0	0	0	0.006	0.19	0.066	0.498	0.204	0.004	0.006	0.002	0	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0.01	0	0	0.004	0.002	0.004	0.002	0	0	0.466	0.198	0.098	0.018	0.042	0.086	0.008	0.02	0.044	0.114	0.296	0.126	0.014	0.212	0.094	0.08	0.008	0.022	0.04	0.11	0.04	0.034	0.014	0.002	0.008	0.026	0.02	0.012	0.182	0.044	0.086	0.114	0.03	0.062	0.044	0.008	0.004	0.048	0.042
TCELLA4_8	0.004	0	0	0	0	0	0.002	0.002	0.006	0.004	0.02	0	0.118	0.732	0.032	0	0	0.002	0.008	0	0.012	0.002	0	0.008	0.004	0.002	0	0.006	0.016	0.004	0	0.006	0.002	0.002	0.006	0	0	0	0.006	0.01	0	0	0.008	0.008	0	0	0.002	0.008	0.02	0	0	0	0	0	0.06	0.01	0.028	0.058	0.036	0.01	0.006	0.038	0.03	0.022	0.042	0.22	0.322	0.01	0.046	0	0	0.004	0	0.94	0.002	0.002	0.024	0.028	0.012	0	0.022	0	0.002	0.004	0.01	0.012	0.022	0.006	0.008	0.004	0.004	0.008	0.32	0.12	0.258	0.176	0.012	0.014	0	0	0.004	0.008	0.002	0	0.002	0	0.002	0	0.002	0	0	0.008	0	0.002	0.002	0.008	0.006	0.002	0	0	0.002	0.002	0.072	0.018	0.01	0	0.012	0.006	0.002	0.008	0.002	0	0.268	0.178	0.194	0.034	0.032	0.082	0.016	0.03	0.068	0.108	0.028	0.078	0.006	0.366	0.114	0.202	0.016	0.05	0.034	0.07	0.03	0.018	0.006	0.008	0.004	0	0.004	0.064	0.224	0.034	0.096	0.096	0.022	0.05	0.058	0.002	0.01	0.086	0.018
TCELLA6_10	0.008	0.01	0.002	0	0.002	0.002	0.004	0.006	0.01	0	0.02	0.006	0.048	0.792	0.018	0.002	0	0.006	0.014	0	0.002	0.002	0	0.01	0.002	0.004	0	0	0.014	0.004	0.002	0.002	0.004	0	0.004	0	0	0.002	0.006	0	0	0	0	0.006	0	0	0.002	0.006	0.008	0	0.002	0	0	0	0.138	0.104	0.012	0.002	0.006	0.002	0.03	0.24	0.002	0	0.17	0.008	0.076	0.146	0.032	0	0.006	0.012	0	0.9	0.004	0.046	0.024	0.008	0	0	0.004	0.002	0	0.006	0.012	0.002	0.004	0.006	0	0.004	0	0.014	0.48	0.286	0.074	0.104	0.002	0.018	0.002	0	0.006	0.004	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0.002	0	0	0	0	0	0.052	0.022	0.016	0.002	0.004	0	0.006	0.004	0.004	0	0.108	0.198	0.39	0.09	0.022	0.036	0.01	0.174	0.254	0.278	0.022	0.072	0	0.076	0.012	0.112	0.29	0.124	0	0.068	0.004	0.006	0.006	0.036	0.006	0	0	0.146	0.014	0.002	0	0.004	0	0.01	0.188	0	0.002	0.094	0
TCELLA6_11	0.004	0.01	0.006	0.004	0	0.002	0.004	0.002	0.004	0.002	0.012	0.004	0.042	0.814	0.022	0	0.002	0.002	0.002	0	0.008	0.002	0.002	0.01	0	0.002	0	0.004	0.004	0.012	0.004	0.002	0	0.002	0.01	0	0	0	0.008	0	0	0.002	0.004	0.004	0	0	0.004	0.004	0.006	0	0.004	0.004	0.002	0	0.226	0.082	0.008	0.002	0.008	0	0.026	0.182	0.004	0	0.194	0.01	0.06	0.106	0.05	0	0.006	0.022	0.002	0.89	0.01	0.032	0.028	0.01	0.004	0.002	0.01	0.01	0.012	0.004	0.01	0	0.008	0.002	0	0.008	0	0.006	0.42	0.278	0.078	0.148	0	0.016	0	0	0.004	0.004	0.002	0.002	0	0	0	0	0.004	0	0	0.004	0.002	0.002	0	0.002	0.002	0	0	0.002	0	0	0.056	0.024	0.01	0	0.01	0	0.002	0.002	0.008	0.002	0.046	0.16	0.458	0.104	0.008	0.046	0.018	0.134	0.22	0.416	0.02	0.066	0	0.056	0.012	0.076	0.292	0.108	0.002	0.1	0.004	0.018	0.008	0.022	0.012	0	0	0.14	0.02	0.002	0.002	0.012	0	0.004	0.162	0	0	0.092	0
TCELLA6_3	0.016	0.008	0.004	0.002	0.02	0.008	0.008	0.024	0.02	0	0.026	0.002	0.086	0.622	0.028	0	0	0.006	0.012	0.002	0.01	0.002	0.008	0.004	0	0.004	0	0.006	0.034	0.006	0.004	0.006	0.002	0.006	0.014	0.002	0	0.002	0.004	0	0	0	0.002	0	0	0	0.004	0.012	0.012	0	0.002	0.002	0	0	0.192	0.054	0.012	0.006	0.008	0	0.038	0.228	0	0.002	0.18	0.028	0.064	0.124	0.022	0.002	0.002	0.078	0.004	0.752	0.038	0.066	0.044	0.014	0.008	0	0.006	0.008	0.004	0.004	0.01	0.01	0.002	0.008	0	0.004	0	0.008	0.354	0.316	0.068	0.19	0	0.014	0	0.004	0.004	0.006	0	0	0	0	0	0	0.002	0	0	0.004	0	0.004	0.002	0.006	0	0.002	0	0	0.002	0	0.048	0.006	0.004	0	0.006	0.006	0	0.008	0.004	0	0.098	0.204	0.414	0.084	0.016	0.04	0.012	0.166	0.358	0.226	0.028	0.084	0	0.064	0.014	0.06	0.208	0.098	0	0.164	0.004	0.006	0.022	0.068	0.024	0	0.002	0.106	0.02	0.002	0.006	0.01	0.002	0.002	0.164	0	0.004	0.088	0
TCELLA6_5	0.012	0.006	0.004	0.004	0.014	0.004	0.002	0.006	0.01	0.002	0.014	0	0.088	0.714	0.026	0	0.002	0.008	0.008	0.002	0.006	0.004	0.006	0.008	0	0.004	0	0.008	0.012	0.006	0.002	0.008	0.004	0	0.006	0	0	0	0.002	0.002	0	0	0.002	0.002	0	0	0.004	0.006	0.002	0	0.002	0	0.002	0.004	0.206	0.1	0.008	0.006	0.006	0	0.042	0.184	0.004	0	0.182	0.01	0.076	0.114	0.034	0.002	0	0.066	0.004	0.758	0.018	0.074	0.058	0.02	0.008	0	0.004	0	0	0.002	0.002	0	0.01	0.004	0.004	0.002	0	0.006	0.406	0.318	0.07	0.16	0.004	0.004	0	0.002	0.004	0.008	0	0	0	0	0	0	0	0	0	0.004	0.002	0.002	0	0.002	0.002	0	0	0	0	0.002	0.058	0.01	0.008	0.002	0.008	0.006	0.004	0.006	0.004	0	0.136	0.212	0.358	0.062	0.018	0.064	0.012	0.178	0.328	0.196	0.044	0.088	0	0.07	0.008	0.088	0.16	0.096	0.002	0.176	0.01	0.014	0.022	0.06	0.024	0	0.008	0.106	0.024	0.002	0.006	0.008	0	0.006	0.174	0	0.01	0.09	0.002
TCELLA6_6	0	0.002	0.004	0	0.004	0.002	0.002	0.002	0	0.004	0.004	0	0.022	0.924	0.01	0.002	0	0.002	0.002	0	0.004	0	0	0.006	0	0	0	0	0	0	0	0.002	0	0	0.002	0	0	0	0.004	0	0	0	0	0	0	0	0	0.006	0	0	0.004	0	0	0	0.174	0.322	0	0	0.006	0	0.018	0.034	0.002	0	0.214	0.014	0.072	0.046	0.084	0	0	0.01	0	0.896	0	0.052	0.024	0.018	0	0	0.004	0.002	0	0	0.006	0	0.002	0	0	0.002	0	0.002	0.346	0.424	0.044	0.166	0.002	0.014	0	0	0.002	0.004	0	0	0	0	0	0	0	0	0	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0.03	0.008	0	0	0.006	0	0	0.004	0.004	0	0.058	0.546	0.202	0.05	0.022	0.03	0.014	0.118	0.176	0.428	0.052	0.05	0	0.084	0.006	0.086	0.316	0.074	0.004	0.106	0.008	0.01	0.012	0.056	0.014	0	0.002	0.126	0.01	0	0	0	0	0.01	0.16	0	0.006	0.086	0
TCELLA6_7	0	0.01	0	0.002	0.012	0	0	0.004	0.012	0.002	0.006	0.004	0.036	0.832	0.016	0	0	0.006	0.008	0	0.002	0.004	0.002	0.006	0	0.002	0.004	0.006	0.012	0.002	0.002	0.002	0	0	0.006	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0.002	0	0	0	0.002	0	0	0.15	0.184	0.002	0.002	0	0	0.028	0.136	0.002	0	0.294	0.006	0.046	0.066	0.076	0.002	0	0.024	0.002	0.88	0.002	0.044	0.034	0.012	0.002	0	0	0	0.002	0.002	0.004	0	0.006	0.002	0	0.002	0	0.002	0.372	0.392	0.052	0.162	0	0.008	0	0	0.004	0	0.002	0.002	0.002	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0.034	0.006	0	0	0.006	0.004	0.002	0.004	0.002	0	0.07	0.368	0.326	0.088	0.022	0.04	0.008	0.15	0.25	0.234	0.178	0.054	0.002	0.05	0.008	0.074	0.212	0.124	0	0.196	0.014	0.014	0.018	0.044	0.01	0.016	0.004	0.078	0.01	0.002	0.004	0.004	0.002	0.006	0.172	0	0.004	0.056	0.01
TCELLA6_8	0	0.006	0	0.002	0.004	0	0.002	0.006	0.006	0	0.004	0	0.006	0.918	0.014	0	0	0.002	0.002	0.002	0.002	0	0	0.006	0	0	0	0.004	0.002	0.002	0	0.002	0	0.006	0.002	0	0	0.002	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.002	0.002	0	0.178	0.21	0.004	0	0.006	0.002	0.016	0.064	0	0	0.304	0.006	0.062	0.056	0.084	0	0.002	0.008	0	0.914	0	0.04	0.022	0.014	0	0	0.002	0.006	0	0	0.004	0	0	0	0	0	0.002	0.002	0.41	0.398	0.04	0.134	0.002	0.018	0	0	0.002	0.002	0	0	0	0	0	0	0	0	0	0.006	0	0.002	0	0.004	0.002	0	0	0	0	0	0.046	0.012	0.008	0.002	0.008	0.004	0.002	0.004	0.002	0	0.05	0.346	0.336	0.074	0.024	0.04	0.006	0.134	0.19	0.412	0.022	0.076	0	0.07	0.01	0.086	0.29	0.118	0.002	0.078	0.004	0.008	0.006	0.04	0.004	0	0	0.136	0.012	0.002	0.002	0.002	0	0	0.19	0	0.002	0.104	0
